Comunidades y Ciudades Autónomas;Periodo;Total
01 Andalucía;1986M09;8.466
01 Andalucía;1986M08;8.217
01 Andalucía;1986M07;7.999
01 Andalucía;1986M06;7.547
01 Andalucía;1986M05;8.044
01 Andalucía;1986M04;7.644
01 Andalucía;1986M03;7.883
01 Andalucía;1986M02;7.084
01 Andalucía;1986M01;7.800
01 Andalucía;1985M12;8.031
01 Andalucía;1985M11;7.868
01 Andalucía;1985M10;8.471
01 Andalucía;1985M09;8.537
01 Andalucía;1985M08;8.278
01 Andalucía;1985M07;8.462
01 Andalucía;1985M06;7.956
01 Andalucía;1985M05;8.299
01 Andalucía;1985M04;7.823
01 Andalucía;1985M03;8.302
01 Andalucía;1985M02;7.341
01 Andalucía;1985M01;8.270
01 Andalucía;1984M12;8.177
01 Andalucía;1984M11;8.233
01 Andalucía;1984M10;8.875
01 Andalucía;1984M09;8.910
01 Andalucía;1984M08;8.628
01 Andalucía;1984M07;8.383
01 Andalucía;1984M06;8.314
01 Andalucía;1984M05;8.780
01 Andalucía;1984M04;8.440
01 Andalucía;1984M03;8.499
01 Andalucía;1984M02;8.132
01 Andalucía;1984M01;8.679
01 Andalucía;1983M12;8.654
01 Andalucía;1983M11;8.328
01 Andalucía;1983M10;9.139
01 Andalucía;1983M09;9.182
01 Andalucía;1983M08;9.146
01 Andalucía;1983M07;9.135
01 Andalucía;1983M06;8.374
01 Andalucía;1983M05;9.147
01 Andalucía;1983M04;8.445
01 Andalucía;1983M03;8.656
01 Andalucía;1983M02;7.875
01 Andalucía;1983M01;8.795
01 Andalucía;1982M12;8.988
01 Andalucía;1982M11;8.998
01 Andalucía;1982M10;9.303
01 Andalucía;1982M09;9.501
01 Andalucía;1982M08;9.268
01 Andalucía;1982M07;9.407
01 Andalucía;1982M06;8.744
01 Andalucía;1982M05;9.804
01 Andalucía;1982M04;8.747
01 Andalucía;1982M03;8.980
01 Andalucía;1982M02;8.315
01 Andalucía;1982M01;9.203
01 Andalucía;1981M12;9.053
01 Andalucía;1981M11;8.944
01 Andalucía;1981M10;9.525
01 Andalucía;1981M09;9.624
01 Andalucía;1981M08;9.276
01 Andalucía;1981M07;9.322
01 Andalucía;1981M06;8.970
01 Andalucía;1981M05;9.766
01 Andalucía;1981M04;9.054
01 Andalucía;1981M03;9.069
01 Andalucía;1981M02;8.453
01 Andalucía;1981M01;9.281
01 Andalucía;1980M12;9.729
01 Andalucía;1980M11;8.972
01 Andalucía;1980M10;10.047
01 Andalucía;1980M09;10.558
01 Andalucía;1980M08;9.797
01 Andalucía;1980M07;9.954
01 Andalucía;1980M06;9.306
01 Andalucía;1980M05;9.840
01 Andalucía;1980M04;9.359
01 Andalucía;1980M03;9.548
01 Andalucía;1980M02;8.943
01 Andalucía;1980M01;10.021
01 Andalucía;1979M12;9.297
01 Andalucía;1979M11;9.371
01 Andalucía;1979M10;10.024
01 Andalucía;1979M09;9.792
01 Andalucía;1979M08;10.103
01 Andalucía;1979M07;9.933
01 Andalucía;1979M06;9.769
01 Andalucía;1979M05;10.383
01 Andalucía;1979M04;9.932
01 Andalucía;1979M03;10.024
01 Andalucía;1979M02;9.122
01 Andalucía;1979M01;10.463
01 Andalucía;1978M12;9.436
01 Andalucía;1978M11;9.756
01 Andalucía;1978M10;10.402
01 Andalucía;1978M09;10.528
01 Andalucía;1978M08;10.441
01 Andalucía;1978M07;10.587
01 Andalucía;1978M06;10.201
01 Andalucía;1978M05;10.918
01 Andalucía;1978M04;10.445
01 Andalucía;1978M03;10.211
01 Andalucía;1978M02;9.154
01 Andalucía;1978M01;10.662
01 Andalucía;1977M12;9.677
01 Andalucía;1977M11;9.837
01 Andalucía;1977M10;10.634
01 Andalucía;1977M09;10.885
01 Andalucía;1977M08;10.535
01 Andalucía;1977M07;11.028
01 Andalucía;1977M06;10.457
01 Andalucía;1977M05;10.469
01 Andalucía;1977M04;10.256
01 Andalucía;1977M03;10.522
01 Andalucía;1977M02;9.374
01 Andalucía;1977M01;10.591
01 Andalucía;1976M12;10.486
01 Andalucía;1976M11;10.041
01 Andalucía;1976M10;11.009
01 Andalucía;1976M09;11.143
01 Andalucía;1976M08;10.777
01 Andalucía;1976M07;10.930
01 Andalucía;1976M06;10.358
01 Andalucía;1976M05;10.750
01 Andalucía;1976M04;10.250
01 Andalucía;1976M03;10.449
01 Andalucía;1976M02;9.776
01 Andalucía;1976M01;10.586
01 Andalucía;1975M12;10.774
01 Andalucía;1975M11;10.051
01 Andalucía;1975M10;10.610
01 Andalucía;1975M09;10.978
01 Andalucía;1975M08;10.723
01 Andalucía;1975M07;10.760
01 Andalucía;1975M06;9.529
01 Andalucía;1975M05;10.880
01 Andalucía;1975M04;9.935
01 Andalucía;1975M03;10.637
01 Andalucía;1975M02;9.264
01 Andalucía;1975M01;10.176
02 Aragón;2021M12;750
02 Aragón;2021M11;790
02 Aragón;2021M10;853
02 Aragón;2021M09;800
02 Aragón;2021M08;835
02 Aragón;2021M07;897
02 Aragón;2021M06;776
02 Aragón;2021M05;795
02 Aragón;2021M04;781
02 Aragón;2021M03;797
02 Aragón;2021M02;682
02 Aragón;2021M01;707
02 Aragón;2020M12;649
02 Aragón;2020M11;752
02 Aragón;2020M10;816
02 Aragón;2020M09;724
02 Aragón;2020M08;783
02 Aragón;2020M07;762
02 Aragón;2020M06;747
02 Aragón;2020M05;780
02 Aragón;2020M04;726
02 Aragón;2020M03;803
02 Aragón;2020M02;724
02 Aragón;2020M01;829
02 Aragón;2019M12;768
02 Aragón;2019M11;788
02 Aragón;2019M10;851
02 Aragón;2019M09;843
02 Aragón;2019M08;839
02 Aragón;2019M07;877
02 Aragón;2019M06;827
02 Aragón;2019M05;812
02 Aragón;2019M04;762
02 Aragón;2019M03;760
02 Aragón;2019M02;677
02 Aragón;2019M01;840
02 Aragón;2018M12;794
02 Aragón;2018M11;821
02 Aragón;2018M10;930
02 Aragón;2018M09;824
02 Aragón;2018M08;858
02 Aragón;2018M07;871
02 Aragón;2018M06;879
02 Aragón;2018M05;853
02 Aragón;2018M04;792
02 Aragón;2018M03;802
02 Aragón;2018M02;741
02 Aragón;2018M01;812
02 Aragón;2017M12;817
02 Aragón;2017M11;959
02 Aragón;2017M10;916
02 Aragón;2017M09;936
02 Aragón;2017M08;923
02 Aragón;2017M07;898
02 Aragón;2017M06;847
02 Aragón;2017M05;870
02 Aragón;2017M04;828
02 Aragón;2017M03;896
02 Aragón;2017M02;771
02 Aragón;2017M01;870
02 Aragón;2016M12;866
02 Aragón;2016M11;876
02 Aragón;2016M10;915
02 Aragón;2016M09;940
02 Aragón;2016M08;995
02 Aragón;2016M07;973
02 Aragón;2016M06;928
02 Aragón;2016M05;898
02 Aragón;2016M04;831
02 Aragón;2016M03;909
02 Aragón;2016M02;881
02 Aragón;2016M01;917
02 Aragón;2015M12;919
02 Aragón;2015M11;919
02 Aragón;2015M10;992
02 Aragón;2015M09;993
02 Aragón;2015M08;1.004
02 Aragón;2015M07;948
02 Aragón;2015M06;933
02 Aragón;2015M05;981
02 Aragón;2015M04;917
02 Aragón;2015M03;974
02 Aragón;2015M02;846
02 Aragón;2015M01;926
02 Aragón;2014M12;954
02 Aragón;2014M11;1.000
02 Aragón;2014M10;1.015
02 Aragón;2014M09;966
02 Aragón;2014M08;1.052
02 Aragón;2014M07;1.083
02 Aragón;2014M06;945
02 Aragón;2014M05;977
02 Aragón;2014M04;895
02 Aragón;2014M03;926
02 Aragón;2014M02;847
02 Aragón;2014M01;942
02 Aragón;2013M12;979
02 Aragón;2013M11;982
02 Aragón;2013M10;998
02 Aragón;2013M09;982
02 Aragón;2013M08;1.033
02 Aragón;2013M07;1.018
02 Aragón;2013M06;896
02 Aragón;2013M05;951
02 Aragón;2013M04;936
02 Aragón;2013M03;977
02 Aragón;2013M02;891
02 Aragón;2013M01;1.019
02 Aragón;2012M12;959
02 Aragón;2012M11;945
02 Aragón;2012M10;1.028
02 Aragón;2012M09;1.003
02 Aragón;2012M08;1.073
02 Aragón;2012M07;1.032
02 Aragón;2012M06;1.000
02 Aragón;2012M05;1.008
02 Aragón;2012M04;981
02 Aragón;2012M03;1.033
02 Aragón;2012M02;896
02 Aragón;2012M01;1.022
02 Aragón;2011M12;1.047
02 Aragón;2011M11;1.089
02 Aragón;2011M10;1.084
02 Aragón;2011M09;1.103
02 Aragón;2011M08;1.109
02 Aragón;2011M07;1.096
02 Aragón;2011M06;999
02 Aragón;2011M05;1.071
02 Aragón;2011M04;987
02 Aragón;2011M03;1.038
02 Aragón;2011M02;1.022
02 Aragón;2011M01;965
02 Aragón;2010M12;1.071
02 Aragón;2010M11;1.134
02 Aragón;2010M10;1.160
02 Aragón;2010M09;1.115
02 Aragón;2010M08;1.064
02 Aragón;2010M07;1.144
02 Aragón;2010M06;1.023
02 Aragón;2010M05;1.060
02 Aragón;2010M04;1.008
02 Aragón;2010M03;1.061
02 Aragón;2010M02;938
02 Aragón;2010M01;1.162
02 Aragón;2009M12;1.069
02 Aragón;2009M11;1.030
02 Aragón;2009M10;1.091
02 Aragón;2009M09;1.130
02 Aragón;2009M08;1.077
02 Aragón;2009M07;1.212
02 Aragón;2009M06;1.117
02 Aragón;2009M05;1.118
02 Aragón;2009M04;1.025
02 Aragón;2009M03;1.020
02 Aragón;2009M02;1.012
02 Aragón;2009M01;1.161
02 Aragón;2008M12;1.151
02 Aragón;2008M11;1.138
02 Aragón;2008M10;1.149
02 Aragón;2008M09;1.176
02 Aragón;2008M08;1.223
02 Aragón;2008M07;1.231
02 Aragón;2008M06;1.068
02 Aragón;2008M05;1.213
02 Aragón;2008M04;1.167
02 Aragón;2008M03;1.034
02 Aragón;2008M02;1.098
02 Aragón;2008M01;1.027
02 Aragón;2007M12;1.123
02 Aragón;2007M11;1.070
02 Aragón;2007M10;1.086
02 Aragón;2007M09;1.052
02 Aragón;2007M08;1.093
02 Aragón;2007M07;1.147
02 Aragón;2007M06;1.082
02 Aragón;2007M05;1.100
02 Aragón;2007M04;991
02 Aragón;2007M03;1.102
02 Aragón;2007M02;938
02 Aragón;2007M01;1.075
02 Aragón;2006M12;991
02 Aragón;2006M11;1.068
02 Aragón;2006M10;1.087
02 Aragón;2006M09;1.081
02 Aragón;2006M08;982
02 Aragón;2006M07;1.070
02 Aragón;2006M06;1.085
02 Aragón;2006M05;1.009
02 Aragón;2006M04;955
02 Aragón;2006M03;1.020
02 Aragón;2006M02;938
02 Aragón;2006M01;994
02 Aragón;2005M12;1.011
02 Aragón;2005M11;1.004
02 Aragón;2005M10;953
02 Aragón;2005M09;962
02 Aragón;2005M08;941
02 Aragón;2005M07;981
02 Aragón;2005M06;935
02 Aragón;2005M05;969
02 Aragón;2005M04;988
02 Aragón;2005M03;959
02 Aragón;2005M02;915
02 Aragón;2005M01;1.010
02 Aragón;2004M12;981
02 Aragón;2004M11;918
02 Aragón;2004M10;988
02 Aragón;2004M09;938
02 Aragón;2004M08;1.037
02 Aragón;2004M07;990
02 Aragón;2004M06;942
02 Aragón;2004M05;998
02 Aragón;2004M04;886
02 Aragón;2004M03;902
02 Aragón;2004M02;887
02 Aragón;2004M01;991
02 Aragón;2003M12;864
02 Aragón;2003M11;851
02 Aragón;2003M10;969
02 Aragón;2003M09;946
02 Aragón;2003M08;926
02 Aragón;2003M07;949
02 Aragón;2003M06;947
02 Aragón;2003M05;985
02 Aragón;2003M04;931
02 Aragón;2003M03;908
02 Aragón;2003M02;798
02 Aragón;2003M01;926
02 Aragón;2002M12;893
02 Aragón;2002M11;783
02 Aragón;2002M10;906
02 Aragón;2002M09;912
02 Aragón;2002M08;876
02 Aragón;2002M07;875
02 Aragón;2002M06;855
02 Aragón;2002M05;854
02 Aragón;2002M04;885
02 Aragón;2002M03;875
02 Aragón;2002M02;800
02 Aragón;2002M01;849
02 Aragón;2001M12;814
02 Aragón;2001M11;896
02 Aragón;2001M10;894
02 Aragón;2001M09;872
02 Aragón;2001M08;905
02 Aragón;2001M07;874
02 Aragón;2001M06;835
02 Aragón;2001M05;927
02 Aragón;2001M04;838
02 Aragón;2001M03;841
02 Aragón;2001M02;776
02 Aragón;2001M01;875
02 Aragón;2000M12;820
02 Aragón;2000M11;858
02 Aragón;2000M10;834
02 Aragón;2000M09;820
02 Aragón;2000M08;842
02 Aragón;2000M07;844
02 Aragón;2000M06;772
02 Aragón;2000M05;854
02 Aragón;2000M04;799
02 Aragón;2000M03;844
02 Aragón;2000M02;809
02 Aragón;2000M01;825
02 Aragón;1999M12;776
02 Aragón;1999M11;771
02 Aragón;1999M10;764
02 Aragón;1999M09;833
02 Aragón;1999M08;844
02 Aragón;1999M07;885
02 Aragón;1999M06;767
02 Aragón;1999M05;854
02 Aragón;1999M04;800
02 Aragón;1999M03;813
02 Aragón;1999M02;726
02 Aragón;1999M01;735
02 Aragón;1998M12;772
02 Aragón;1998M11;729
02 Aragón;1998M10;781
02 Aragón;1998M09;775
02 Aragón;1998M08;723
02 Aragón;1998M07;775
02 Aragón;1998M06;806
02 Aragón;1998M05;816
02 Aragón;1998M04;795
02 Aragón;1998M03;712
02 Aragón;1998M02;698
02 Aragón;1998M01;767
02 Aragón;1997M12;754
02 Aragón;1997M11;730
02 Aragón;1997M10;781
02 Aragón;1997M09;797
02 Aragón;1997M08;778
02 Aragón;1997M07;805
02 Aragón;1997M06;794
02 Aragón;1997M05;861
02 Aragón;1997M04;809
02 Aragón;1997M03;782
02 Aragón;1997M02;727
02 Aragón;1997M01;769
02 Aragón;1996M12;797
02 Aragón;1996M11;770
02 Aragón;1996M10;756
02 Aragón;1996M09;742
02 Aragón;1996M08;737
02 Aragón;1996M07;812
02 Aragón;1996M06;782
02 Aragón;1996M05;812
02 Aragón;1996M04;763
02 Aragón;1996M03;789
02 Aragón;1996M02;720
02 Aragón;1996M01;780
02 Aragón;1995M12;753
02 Aragón;1995M11;760
02 Aragón;1995M10;740
02 Aragón;1995M09;785
02 Aragón;1995M08;777
02 Aragón;1995M07;858
02 Aragón;1995M06;772
02 Aragón;1995M05;800
02 Aragón;1995M04;766
02 Aragón;1995M03;818
02 Aragón;1995M02;714
02 Aragón;1995M01;774
02 Aragón;1994M12;758
02 Aragón;1994M11;750
02 Aragón;1994M10;772
02 Aragón;1994M09;736
02 Aragón;1994M08;744
02 Aragón;1994M07;837
02 Aragón;1994M06;821
02 Aragón;1994M05;951
02 Aragón;1994M04;842
02 Aragón;1994M03;867
02 Aragón;1994M02;738
02 Aragón;1994M01;804
02 Aragón;1993M12;760
02 Aragón;1993M11;766
02 Aragón;1993M10;784
02 Aragón;1993M09;794
02 Aragón;1993M08;807
02 Aragón;1993M07;839
02 Aragón;1993M06;810
02 Aragón;1993M05;833
02 Aragón;1993M04;826
02 Aragón;1993M03;818
02 Aragón;1993M02;717
02 Aragón;1993M01;791
02 Aragón;1992M12;805
02 Aragón;1992M11;759
02 Aragón;1992M10;831
02 Aragón;1992M09;899
02 Aragón;1992M08;834
02 Aragón;1992M07;844
02 Aragón;1992M06;836
02 Aragón;1992M05;905
02 Aragón;1992M04;882
02 Aragón;1992M03;872
02 Aragón;1992M02;792
02 Aragón;1992M01;791
02 Aragón;1991M12;793
02 Aragón;1991M11;810
02 Aragón;1991M10;829
02 Aragón;1991M09;845
02 Aragón;1991M08;738
02 Aragón;1991M07;842
02 Aragón;1991M06;821
02 Aragón;1991M05;851
02 Aragón;1991M04;839
02 Aragón;1991M03;860
02 Aragón;1991M02;772
02 Aragón;1991M01;796
02 Aragón;1990M12;775
02 Aragón;1990M11;791
02 Aragón;1990M10;866
02 Aragón;1990M09;734
02 Aragón;1990M08;815
02 Aragón;1990M07;854
02 Aragón;1990M06;858
02 Aragón;1990M05;937
02 Aragón;1990M04;829
02 Aragón;1990M03;847
02 Aragón;1990M02;718
02 Aragón;1990M01;766
02 Aragón;1989M12;843
02 Aragón;1989M11;830
02 Aragón;1989M10;870
02 Aragón;1989M09;868
02 Aragón;1989M08;860
02 Aragón;1989M07;866
02 Aragón;1989M06;890
02 Aragón;1989M05;938
02 Aragón;1989M04;925
02 Aragón;1989M03;885
02 Aragón;1989M02;740
02 Aragón;1989M01;799
02 Aragón;1988M12;820
02 Aragón;1988M11;828
02 Aragón;1988M10;868
02 Aragón;1988M09;905
02 Aragón;1988M08;907
02 Aragón;1988M07;921
02 Aragón;1988M06;892
02 Aragón;1988M05;929
02 Aragón;1988M04;913
02 Aragón;1988M03;936
02 Aragón;1988M02;852
02 Aragón;1988M01;937
02 Aragón;1987M12;861
02 Aragón;1987M11;773
02 Aragón;1987M10;901
02 Aragón;1987M09;927
02 Aragón;1987M08;957
02 Aragón;1987M07;935
02 Aragón;1987M06;946
02 Aragón;1987M05;998
02 Aragón;1987M04;907
02 Aragón;1987M03;904
02 Aragón;1987M02;808
02 Aragón;1987M01;902
02 Aragón;1986M12;918
02 Aragón;1986M11;938
02 Aragón;1986M10;1.006
02 Aragón;1986M09;959
02 Aragón;1986M08;939
02 Aragón;1986M07;969
02 Aragón;1986M06;927
02 Aragón;1986M05;1.021
02 Aragón;1986M04;895
02 Aragón;1986M03;901
02 Aragón;1986M02;845
02 Aragón;1986M01;901
02 Aragón;1985M12;886
02 Aragón;1985M11;881
02 Aragón;1985M10;940
02 Aragón;1985M09;964
02 Aragón;1985M08;987
02 Aragón;1985M07;1.084
02 Aragón;1985M06;1.030
02 Aragón;1985M05;1.043
02 Aragón;1985M04;968
02 Aragón;1985M03;1.057
02 Aragón;1985M02;919
02 Aragón;1985M01;968
02 Aragón;1984M12;939
02 Aragón;1984M11;999
02 Aragón;1984M10;1.058
02 Aragón;1984M09;1.040
02 Aragón;1984M08;1.059
02 Aragón;1984M07;1.048
02 Aragón;1984M06;1.075
02 Aragón;1984M05;1.124
02 Aragón;1984M04;994
02 Aragón;1984M03;1.039
02 Aragón;1984M02;919
02 Aragón;1984M01;917
02 Aragón;1983M12;958
02 Aragón;1983M11;936
02 Aragón;1983M10;988
02 Aragón;1983M09;1.026
02 Aragón;1983M08;1.103
02 Aragón;1983M07;1.154
02 Aragón;1983M06;1.010
02 Aragón;1983M05;1.117
02 Aragón;1983M04;1.025
02 Aragón;1983M03;1.026
02 Aragón;1983M02;931
02 Aragón;1983M01;1.014
02 Aragón;1982M12;1.109
02 Aragón;1982M11;1.031
02 Aragón;1982M10;1.084
02 Aragón;1982M09;1.125
02 Aragón;1982M08;1.036
02 Aragón;1982M07;1.231
02 Aragón;1982M06;1.189
02 Aragón;1982M05;1.237
02 Aragón;1982M04;1.146
02 Aragón;1982M03;1.139
02 Aragón;1982M02;992
02 Aragón;1982M01;1.057
02 Aragón;1981M12;1.008
02 Aragón;1981M11;1.075
02 Aragón;1981M10;1.083
02 Aragón;1981M09;1.158
02 Aragón;1981M08;1.157
02 Aragón;1981M07;1.284
02 Aragón;1981M06;1.191
02 Aragón;1981M05;1.315
02 Aragón;1981M04;1.271
02 Aragón;1981M03;1.134
02 Aragón;1981M02;1.016
02 Aragón;1981M01;1.187
02 Aragón;1980M12;1.169
02 Aragón;1980M11;1.053
02 Aragón;1980M10;1.230
02 Aragón;1980M09;1.294
02 Aragón;1980M08;1.303
02 Aragón;1980M07;1.328
02 Aragón;1980M06;1.298
02 Aragón;1980M05;1.323
02 Aragón;1980M04;1.228
02 Aragón;1980M03;1.256
02 Aragón;1980M02;1.260
02 Aragón;1980M01;1.281
02 Aragón;1979M12;1.163
02 Aragón;1979M11;1.140
02 Aragón;1979M10;1.254
02 Aragón;1979M09;1.318
02 Aragón;1979M08;1.354
02 Aragón;1979M07;1.489
02 Aragón;1979M06;1.266
02 Aragón;1979M05;1.462
02 Aragón;1979M04;1.300
02 Aragón;1979M03;1.317
02 Aragón;1979M02;1.278
02 Aragón;1979M01;1.297
02 Aragón;1978M12;1.255
02 Aragón;1978M11;1.179
02 Aragón;1978M10;1.303
02 Aragón;1978M09;1.365
02 Aragón;1978M08;1.409
02 Aragón;1978M07;1.483
02 Aragón;1978M06;1.385
02 Aragón;1978M05;1.603
02 Aragón;1978M04;1.462
02 Aragón;1978M03;1.486
02 Aragón;1978M02;1.250
02 Aragón;1978M01;1.332
02 Aragón;1977M12;1.386
02 Aragón;1977M11;1.245
02 Aragón;1977M10;1.246
02 Aragón;1977M09;1.420
02 Aragón;1977M08;1.455
02 Aragón;1977M07;1.598
02 Aragón;1977M06;1.582
02 Aragón;1977M05;1.634
02 Aragón;1977M04;1.444
02 Aragón;1977M03;1.501
02 Aragón;1977M02;1.286
02 Aragón;1977M01;1.381
02 Aragón;1976M12;1.299
02 Aragón;1976M11;1.370
02 Aragón;1976M10;1.555
02 Aragón;1976M09;1.596
02 Aragón;1976M08;1.540
02 Aragón;1976M07;1.628
02 Aragón;1976M06;1.593
02 Aragón;1976M05;1.571
02 Aragón;1976M04;1.429
02 Aragón;1976M03;1.495
02 Aragón;1976M02;1.343
02 Aragón;1976M01;1.335
02 Aragón;1975M12;1.451
02 Aragón;1975M11;1.316
02 Aragón;1975M10;1.327
02 Aragón;1975M09;1.492
02 Aragón;1975M08;1.540
02 Aragón;1975M07;1.651
02 Aragón;1975M06;1.577
02 Aragón;1975M05;1.554
02 Aragón;1975M04;1.570
02 Aragón;1975M03;1.540
02 Aragón;1975M02;1.344
02 Aragón;1975M01;1.408
03 Asturias, Principado de;2021M12;405
03 Asturias, Principado de;2021M11;408
03 Asturias, Principado de;2021M10;411
03 Asturias, Principado de;2021M09;455
03 Asturias, Principado de;2021M08;430
03 Asturias, Principado de;2021M07;431
03 Asturias, Principado de;2021M06;375
03 Asturias, Principado de;2021M05;413
03 Asturias, Principado de;2021M04;376
03 Asturias, Principado de;2021M03;415
03 Asturias, Principado de;2021M02;329
03 Asturias, Principado de;2021M01;337
03 Asturias, Principado de;2020M12;333
03 Asturias, Principado de;2020M11;400
03 Asturias, Principado de;2020M10;398
03 Asturias, Principado de;2020M09;379
03 Asturias, Principado de;2020M08;440
03 Asturias, Principado de;2020M07;420
03 Asturias, Principado de;2020M06;380
03 Asturias, Principado de;2020M05;384
03 Asturias, Principado de;2020M04;403
03 Asturias, Principado de;2020M03;401
03 Asturias, Principado de;2020M02;391
03 Asturias, Principado de;2020M01;442
03 Asturias, Principado de;2019M12;420
03 Asturias, Principado de;2019M11;471
03 Asturias, Principado de;2019M10;429
03 Asturias, Principado de;2019M09;406
03 Asturias, Principado de;2019M08;445
03 Asturias, Principado de;2019M07;459
03 Asturias, Principado de;2019M06;427
03 Asturias, Principado de;2019M05;456
03 Asturias, Principado de;2019M04;422
03 Asturias, Principado de;2019M03;394
03 Asturias, Principado de;2019M02;390
03 Asturias, Principado de;2019M01;433
03 Asturias, Principado de;2018M12;470
03 Asturias, Principado de;2018M11;453
03 Asturias, Principado de;2018M10;506
03 Asturias, Principado de;2018M09;459
03 Asturias, Principado de;2018M08;489
03 Asturias, Principado de;2018M07;489
03 Asturias, Principado de;2018M06;457
03 Asturias, Principado de;2018M05;469
03 Asturias, Principado de;2018M04;485
03 Asturias, Principado de;2018M03;485
03 Asturias, Principado de;2018M02;428
03 Asturias, Principado de;2018M01;543
03 Asturias, Principado de;2017M12;545
03 Asturias, Principado de;2017M11;468
03 Asturias, Principado de;2017M10;491
03 Asturias, Principado de;2017M09;502
03 Asturias, Principado de;2017M08;535
03 Asturias, Principado de;2017M07;532
03 Asturias, Principado de;2017M06;483
03 Asturias, Principado de;2017M05;530
03 Asturias, Principado de;2017M04;480
03 Asturias, Principado de;2017M03;535
03 Asturias, Principado de;2017M02;446
03 Asturias, Principado de;2017M01;465
03 Asturias, Principado de;2016M12;473
03 Asturias, Principado de;2016M11;534
03 Asturias, Principado de;2016M10;559
03 Asturias, Principado de;2016M09;523
03 Asturias, Principado de;2016M08;529
03 Asturias, Principado de;2016M07;557
03 Asturias, Principado de;2016M06;545
03 Asturias, Principado de;2016M05;569
03 Asturias, Principado de;2016M04;534
03 Asturias, Principado de;2016M03;512
03 Asturias, Principado de;2016M02;470
03 Asturias, Principado de;2016M01;542
03 Asturias, Principado de;2015M12;544
03 Asturias, Principado de;2015M11;540
03 Asturias, Principado de;2015M10;573
03 Asturias, Principado de;2015M09;520
03 Asturias, Principado de;2015M08;553
03 Asturias, Principado de;2015M07;574
03 Asturias, Principado de;2015M06;538
03 Asturias, Principado de;2015M05;560
03 Asturias, Principado de;2015M04;482
03 Asturias, Principado de;2015M03;577
03 Asturias, Principado de;2015M02;444
03 Asturias, Principado de;2015M01;550
03 Asturias, Principado de;2014M12;575
03 Asturias, Principado de;2014M11;570
03 Asturias, Principado de;2014M10;563
03 Asturias, Principado de;2014M09;567
03 Asturias, Principado de;2014M08;553
03 Asturias, Principado de;2014M07;543
03 Asturias, Principado de;2014M06;557
03 Asturias, Principado de;2014M05;596
03 Asturias, Principado de;2014M04;575
03 Asturias, Principado de;2014M03;535
03 Asturias, Principado de;2014M02;462
03 Asturias, Principado de;2014M01;504
03 Asturias, Principado de;2013M12;543
03 Asturias, Principado de;2013M11;530
03 Asturias, Principado de;2013M10;559
03 Asturias, Principado de;2013M09;555
03 Asturias, Principado de;2013M08;552
