Comunidades y Ciudades Autónomas;Periodo;Total
02 Aragón;1988M07;790
02 Aragón;1988M06;664
02 Aragón;1988M05;552
02 Aragón;1988M04;535
02 Aragón;1988M03;343
02 Aragón;1988M02;200
02 Aragón;1988M01;188
02 Aragón;1987M12;258
02 Aragón;1987M11;270
02 Aragón;1987M10;792
02 Aragón;1987M09;1.000
02 Aragón;1987M08;773
02 Aragón;1987M07;685
02 Aragón;1987M06;679
02 Aragón;1987M05;703
02 Aragón;1987M04;394
02 Aragón;1987M03;339
02 Aragón;1987M02;216
02 Aragón;1987M01;185
02 Aragón;1986M12;277
02 Aragón;1986M11;337
02 Aragón;1986M10;613
02 Aragón;1986M09;956
02 Aragón;1986M08;835
02 Aragón;1986M07;560
02 Aragón;1986M06;638
02 Aragón;1986M05;611
02 Aragón;1986M04;451
02 Aragón;1986M03;359
02 Aragón;1986M02;179
02 Aragón;1986M01;180
02 Aragón;1985M12;266
02 Aragón;1985M11;310
02 Aragón;1985M10;611
02 Aragón;1985M09;941
02 Aragón;1985M08;723
02 Aragón;1985M07;601
02 Aragón;1985M06;662
02 Aragón;1985M05;535
02 Aragón;1985M04;386
02 Aragón;1985M03;418
02 Aragón;1985M02;183
02 Aragón;1985M01;190
02 Aragón;1984M12;308
02 Aragón;1984M11;266
02 Aragón;1984M10;613
02 Aragón;1984M09;1.111
02 Aragón;1984M08;704
02 Aragón;1984M07;697
02 Aragón;1984M06;710
02 Aragón;1984M05;586
02 Aragón;1984M04;475
02 Aragón;1984M03;415
02 Aragón;1984M02;184
02 Aragón;1984M01;239
02 Aragón;1983M12;451
02 Aragón;1983M11;313
02 Aragón;1983M10;700
02 Aragón;1983M09;973
02 Aragón;1983M08;699
02 Aragón;1983M07;884
02 Aragón;1983M06;621
02 Aragón;1983M05;597
02 Aragón;1983M04;314
02 Aragón;1983M03;355
02 Aragón;1983M02;218
02 Aragón;1983M01;262
02 Aragón;1982M12;336
02 Aragón;1982M11;284
02 Aragón;1982M10;676
02 Aragón;1982M09;973
02 Aragón;1982M08;747
02 Aragón;1982M07;791
02 Aragón;1982M06;564
02 Aragón;1982M05;663
02 Aragón;1982M04;446
02 Aragón;1982M03;409
02 Aragón;1982M02;218
02 Aragón;1982M01;211
02 Aragón;1981M12;281
02 Aragón;1981M11;265
02 Aragón;1981M10;620
02 Aragón;1981M09;848
02 Aragón;1981M08;864
02 Aragón;1981M07;685
02 Aragón;1981M06;493
02 Aragón;1981M05;657
02 Aragón;1981M04;410
02 Aragón;1981M03;380
02 Aragón;1981M02;221
02 Aragón;1981M01;232
02 Aragón;1980M12;366
02 Aragón;1980M11;325
02 Aragón;1980M10;608
02 Aragón;1980M09;945
02 Aragón;1980M08;1.025
02 Aragón;1980M07;749
02 Aragón;1980M06;558
02 Aragón;1980M05;706
02 Aragón;1980M04;454
02 Aragón;1980M03;478
02 Aragón;1980M02;226
02 Aragón;1980M01;249
02 Aragón;1979M12;415
02 Aragón;1979M11;338
02 Aragón;1979M10;708
02 Aragón;1979M09;1.156
02 Aragón;1979M08;865
02 Aragón;1979M07;830
02 Aragón;1979M06;749
02 Aragón;1979M05;589
02 Aragón;1979M04;506
02 Aragón;1979M03;501
02 Aragón;1979M02;232
02 Aragón;1979M01;261
02 Aragón;1978M12;461
02 Aragón;1978M11;358
02 Aragón;1978M10;747
02 Aragón;1978M09;1.143
02 Aragón;1978M08;940
02 Aragón;1978M07;1.055
02 Aragón;1978M06;639
02 Aragón;1978M05;695
02 Aragón;1978M04;716
02 Aragón;1978M03;468
02 Aragón;1978M02;209
02 Aragón;1978M01;306
02 Aragón;1977M12;441
02 Aragón;1977M11;397
02 Aragón;1977M10;887
02 Aragón;1977M09;1.041
02 Aragón;1977M08;904
02 Aragón;1977M07;944
02 Aragón;1977M06;646
02 Aragón;1977M05;720
02 Aragón;1977M04;608
02 Aragón;1977M03;488
02 Aragón;1977M02;228
02 Aragón;1977M01;259
02 Aragón;1976M12;438
02 Aragón;1976M11;348
02 Aragón;1976M10;827
02 Aragón;1976M09;1.113
02 Aragón;1976M08;868
02 Aragón;1976M07;805
02 Aragón;1976M06;631
02 Aragón;1976M05;725
02 Aragón;1976M04;495
02 Aragón;1976M03;481
02 Aragón;1976M02;239
02 Aragón;1976M01;240
02 Aragón;1975M12;763
02 Aragón;1975M11;565
02 Aragón;1975M10;919
02 Aragón;1975M09;1.097
02 Aragón;1975M08;960
02 Aragón;1975M07;806
02 Aragón;1975M06;579
02 Aragón;1975M05;839
02 Aragón;1975M04;580
02 Aragón;1975M03;541
02 Aragón;1975M02;227
02 Aragón;1975M01;247
03 Asturias, Principado de;2021M12;186
03 Asturias, Principado de;2021M11;198
03 Asturias, Principado de;2021M10;347
03 Asturias, Principado de;2021M09;412
03 Asturias, Principado de;2021M08;292
03 Asturias, Principado de;2021M07;380
03 Asturias, Principado de;2021M06;325
03 Asturias, Principado de;2021M05;236
03 Asturias, Principado de;2021M04;140
03 Asturias, Principado de;2021M03;141
03 Asturias, Principado de;2021M02;114
03 Asturias, Principado de;2021M01;104
03 Asturias, Principado de;2020M12;145
03 Asturias, Principado de;2020M11;149
03 Asturias, Principado de;2020M10;233
03 Asturias, Principado de;2020M09;316
03 Asturias, Principado de;2020M08;232
03 Asturias, Principado de;2020M07;213
03 Asturias, Principado de;2020M06;162
03 Asturias, Principado de;2020M05;21
03 Asturias, Principado de;2020M04;2
03 Asturias, Principado de;2020M03;63
03 Asturias, Principado de;2020M02;144
03 Asturias, Principado de;2020M01;127
03 Asturias, Principado de;2019M12;171
03 Asturias, Principado de;2019M11;205
03 Asturias, Principado de;2019M10;406
03 Asturias, Principado de;2019M09;461
03 Asturias, Principado de;2019M08;371
03 Asturias, Principado de;2019M07;349
03 Asturias, Principado de;2019M06;382
03 Asturias, Principado de;2019M05;327
03 Asturias, Principado de;2019M04;152
03 Asturias, Principado de;2019M03;204
03 Asturias, Principado de;2019M02;123
03 Asturias, Principado de;2019M01;104
03 Asturias, Principado de;2018M12;187
03 Asturias, Principado de;2018M11;223
03 Asturias, Principado de;2018M10;353
03 Asturias, Principado de;2018M09;481
03 Asturias, Principado de;2018M08;368
03 Asturias, Principado de;2018M07;397
03 Asturias, Principado de;2018M06;455
03 Asturias, Principado de;2018M05;288
03 Asturias, Principado de;2018M04;241
03 Asturias, Principado de;2018M03;201
03 Asturias, Principado de;2018M02;129
03 Asturias, Principado de;2018M01;102
03 Asturias, Principado de;2017M12;236
03 Asturias, Principado de;2017M11;213
03 Asturias, Principado de;2017M10;332
03 Asturias, Principado de;2017M09;584
03 Asturias, Principado de;2017M08;330
03 Asturias, Principado de;2017M07;476
03 Asturias, Principado de;2017M06;427
03 Asturias, Principado de;2017M05;304
03 Asturias, Principado de;2017M04;209
03 Asturias, Principado de;2017M03;207
03 Asturias, Principado de;2017M02;125
03 Asturias, Principado de;2017M01;126
03 Asturias, Principado de;2016M12;205
03 Asturias, Principado de;2016M11;189
03 Asturias, Principado de;2016M10;386
03 Asturias, Principado de;2016M09;556
03 Asturias, Principado de;2016M08;383
03 Asturias, Principado de;2016M07;532
03 Asturias, Principado de;2016M06;400
03 Asturias, Principado de;2016M05;330
03 Asturias, Principado de;2016M04;280
03 Asturias, Principado de;2016M03;144
03 Asturias, Principado de;2016M02;124
03 Asturias, Principado de;2016M01;150
03 Asturias, Principado de;2015M12;184
03 Asturias, Principado de;2015M11;180
03 Asturias, Principado de;2015M10;384
03 Asturias, Principado de;2015M09;520
03 Asturias, Principado de;2015M08;376
03 Asturias, Principado de;2015M07;422
03 Asturias, Principado de;2015M06;387
03 Asturias, Principado de;2015M05;362
03 Asturias, Principado de;2015M04;191
03 Asturias, Principado de;2015M03;195
03 Asturias, Principado de;2015M02;146
03 Asturias, Principado de;2015M01;136
03 Asturias, Principado de;2014M12;178
03 Asturias, Principado de;2014M11;185
03 Asturias, Principado de;2014M10;353
03 Asturias, Principado de;2014M09;517
03 Asturias, Principado de;2014M08;448
03 Asturias, Principado de;2014M07;458
03 Asturias, Principado de;2014M06;413
03 Asturias, Principado de;2014M05;367
03 Asturias, Principado de;2014M04;173
03 Asturias, Principado de;2014M03;166
03 Asturias, Principado de;2014M02;114
03 Asturias, Principado de;2014M01;126
03 Asturias, Principado de;2013M12;171
03 Asturias, Principado de;2013M11;176
03 Asturias, Principado de;2013M10;327
03 Asturias, Principado de;2013M09;502
03 Asturias, Principado de;2013M08;418
03 Asturias, Principado de;2013M07;399
03 Asturias, Principado de;2013M06;442
03 Asturias, Principado de;2013M05;288
03 Asturias, Principado de;2013M04;192
03 Asturias, Principado de;2013M03;178
03 Asturias, Principado de;2013M02;128
03 Asturias, Principado de;2013M01;106
03 Asturias, Principado de;2012M12;189
03 Asturias, Principado de;2012M11;243
03 Asturias, Principado de;2012M10;367
03 Asturias, Principado de;2012M09;609
03 Asturias, Principado de;2012M08;436
03 Asturias, Principado de;2012M07;470
03 Asturias, Principado de;2012M06;548
03 Asturias, Principado de;2012M05;399
